Florent	S-PER
venait	O
de	O
commencer	O
son	O
droit	O
à	O
Paris	O
,	O
lorsque	O
sa	O
mère	O
mourut	O
.	O
Elle	O
habitait	O
le	S-LOC
Vigan	O
,	O
dans	O
le	S-LOC
Gard	O
.	O
Elle	O
avait	O
épousé	O
en	O
secondes	O
noces	O
un	S-MISC
Normand	O
,	O
un	S-PER
Quenu	O
,	O
d'	O
Yvetot	S-LOC
,	O
qu'	O
un	O
sous-préfet	O
avait	O
amené	O
et	O
oublié	O
dans	O
le	S-LOC
Midi	O
.	O
Il	O
était	O
resté	O
employé	O
à	O
la	O
sous-préfecture	O
,	O
trouvant	O
le	O
pays	O
charmant	O
,	O
le	O
vin	O
bon	O
,	O
les	O
femmes	O
aimables	O
.	O
Une	O
indigestion	O
,	O
trois	O
ans	O
après	O
le	O
mariage	O
,	O
l'	O
emporta	O
.	O
Il	O
laissait	O
pour	O
tout	O
héritage	O
à	O
sa	O
femme	O
un	O
gros	O
garçon	O
qui	O
lui	O
ressemblait	O
.	O
La	O
mère	O
payait	O
déjà	O
très-difficilement	O
les	O
mois	O
de	O
collège	O
de	O
son	O
aîné	O
,	O
Florent	S-PER
,	O
l'	O
enfant	O
du	O
premier	O
lit	O
.	O
Il	O
lui	O
donnait	O
de	O
grandes	O
satisfactions	O
:	O
il	O
était	O
très-doux	O
,	O
travaillait	O
avec	O
ardeur	O
,	O
remportait	O
les	O
premiers	O
prix	O
.	O
Ce	O
fut	O
sur	O
lui	O
qu'	O
elle	O
mit	O
toutes	O
ses	O
tendresses	O
,	O
tous	O
ses	O
espoirs	O
.	O
Peut-être	O
préférait	O
-elle	O
,	O
dans	O
ce	O
garçon	O
pâle	O
et	O
mince	O
,	O
son	O
premier	O
mari	O
,	O
un	S-MISC
de	O
ces	O
Provençaux	O
d'	O
une	O
mollesse	O
caressante	O
,	O
qui	O
l'	O
avait	O
aimée	O
à	O
en	O
mourir	O
.	O
Peut-être	O
Quenu	S-PER
,	O
dont	O
la	O
bonne	O
humeur	O
l'	O
avait	O
d'	O
abord	O
séduite	O
,	O
s'	O
était	O
-il	O
montré	O
trop	O
gras	O
,	O
trop	O
satisfait	O
,	O
trop	O
certain	O
de	O
tirer	O
de	O
lui-même	O
