Au	O
milieu	O
du	O
grand	O
silence	O
,	O
et	O
dans	O
le	O
désert	O
de	O
l'	O
avenue	O
,	O
les	O
voitures	O
de	O
maraîchers	O
montaient	O
vers	O
Paris	S-LOC
,	O
avec	O
les	O
cahots	O
rhythmés	O
de	O
leurs	O
roues	O
,	O
dont	O
les	O
échos	O
battaient	O
les	O
façades	O
des	O
maisons	O
,	O
endormies	O
aux	O
deux	O
bords	O
,	O
derrière	O
les	O
lignes	O
confuses	O
des	O
ormes	O
.	O
Un	O
tombereau	O
de	O
choux	O
et	O
un	O
tombereau	O
de	O
pois	O
,	O
au	O
pont	S-LOC
de	O
Neuilly	O
,	O
s'	O
étaient	O
joints	O
aux	O
huit	O
voitures	O
de	O
navets	O
et	O
de	O
carottes	O
qui	O
descendaient	O
de	O
Nanterre	S-LOC
;	O
et	O
les	O
chevaux	O
allaient	O
tout	O
seuls	O
,	O
la	O
tête	O
basse	O
,	O
de	O
leur	O
allure	O
continue	O
et	O
paresseuse	O
,	O
que	O
la	O
montée	O
ralentissait	O
encore	O
.	O
En	O
haut	O
,	O
sur	O
la	O
charge	O
des	O
légumes	O
,	O
allongés	O
à	O
plat	O
ventre	O
,	O
couverts	O
de	O
leur	O
limousine	O
à	O
petites	O
raies	O
noires	O
et	O
grises	O
,	O
les	O
charretiers	O
sommeillaient	O
,	O
les	O
guides	O
aux	O
poignets	O
.	O
Un	O
bec	O
de	O
gaz	O
,	O
au	O
sortir	O
d'	O
une	O
nappe	O
d'	O
ombre	O
,	O
éclairait	O
les	O
clous	O
d'	O
un	O
soulier	O
,	O
la	O
manche	O
bleue	O
d'	O
une	O
blouse	O
,	O
le	O
bout	O
d'	O
une	O
casquette	O
,	O
entrevus	O
dans	O
cette	O
floraison	O
énorme	O
des	O
bouquets	O
rouges	O
des	O
carottes	O
,	O
des	O
bouquets	O
blancs	O
des	O
navets	O
,	O
des	O
verdures	O
débordantes	O
des	O
pois	O
et	O
des	O
choux	O
.	O
Et	O
,	O
sur	O
la	O
route	O
,	O
sur	O
les	O
routes	O
voisines	O
,	O
en	O
avant	O
et	O
en	O
arrière	O
,	O
des	O
ronflements	O
lointains	O
de	O
charrois	O
annonçaient	O
des	O
convois	O
pareils	O
,	O
