Alors	O
,	O
Clarisse	S-PER
lâcha	O
l’	O
idée	O
de	O
faire	O
une	O
scène	O
à	O
la	S-PER
Faloise	O
.	O
	
Elle	O
avait	O
vu	O
madame	S-PER
Bron	O
remettre	O
la	O
lettre	O
au	O
jeune	O
homme	O
de	O
Simonne	S-PER
.	O
	
Celui-ci	O
était	O
allé	O
la	O
lire	O
sous	O
le	O
bec	O
de	O
gaz	O
du	O
vestibule	O
.	O
	
«	O
Pas	O
possible	O
ce	O
soir	O
,	O
mon	O
chéri	O
,	O
je	O
suis	O
prise	O
.	O
	
»	O
Et	O
,	O
paisiblement	O
,	O
habitué	O
à	O
la	O
phrase	O
sans	O
doute	O
,	O
il	O
avait	O
disparu	O
.	O
	
Au	O
moins	O
en	O
voilà	O
un	O
qui	O
savait	O
se	O
conduire	O
!	O
	
Ce	O
n’	O
était	O
pas	O
comme	O
les	O
autres	O
,	O
ceux	O
qui	O
s’	O
entêtaient	O
là	O
,	O
sur	O
les	O
chaises	O
dépaillées	O
de	O
madame	S-PER
Bron	O
,	O
dans	O
cette	O
grande	O
lanterne	O
vitrée	O
,	O
où	O
l’	O
on	O
cuisait	O
et	O
qui	O
ne	O
sentait	O
guère	O
bon	O
.	O
	
Fallait	O
-il	O
que	O
ça	O
tînt	O
les	O
hommes	O
!	O
	
Clarisse	S-PER
remonta	O
,	O
dégoûtée	O
;	O
	
elle	O
traversa	O
la	O
scène	O
,	O
elle	O
grimpa	O
lestement	O
les	O
trois	O
étages	O
de	O
l’	O
escalier	O
des	O
loges	O
,	O
pour	O
rendre	O
réponse	O
à	O
Simonne	S-PER
.	O
	
La	O
vieille	O
dame	O
resta	O
grave	O
.	O
	
Prullière	S-PER
,	O
en	O
passant	O
,	O
lui	O
donna	O
une	O
poignée	O
de	O
main	O
.	O
	
Deux	O
petites	O
figurantes	O
la	O
contemplaient	O
avec	O
émotion	O
.	O
	
Elle	O
,	O
un	O
moment	O
,	O
parut	O
hésitante	O
.	O
	
Puis	O
,	O
elle	O
appela	O
Simonne	S-PER
d’	O
un	O
geste	O
.	O
	
Et	O
l’	O
échange	O
rapide	O
de	O
paroles	O
recommença	O
.	O
	
—	O
Son	S-PER
Altesse	O
me	O
comble	O
,	O
disait	O
Bordenave	S-PER
en	O
s’	O
inclinant	O
toujours	O
.	O
	
Le	O
théâtre	O
n’	O
est	O
pas	O
grand	O
,	O
nous	O
faisons	O
ce	O
que	O
nous	O
pouvons	O
…	O
	
Maintenant	O
,	O
si	O
Son	S-PER
Altesse	O
daigne	O
me	O
suivre	O
…	O
	
